sample_id,text,function,stance,label,family_id,split,source,generator_version
SYN00022,"saya kadang mengingat urutan kejadian sebelumnya saat menghadapi hal serupa ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-09,train,synthetic,synthetic-cognitive-v2
SYN00023,aku tidak terbiasa memeriksa keselarasan batin sebelum mengambil sikap saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-14,validation,synthetic,synthetic-cognitive-v2
SYN00024,kalau ditanya aku tidak terbiasa mengorganisasi waktu dan tenaga agar sasaran bersama tercapai saat kuliah. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-11,train,synthetic,synthetic-cognitive-v2
SYN00025,"kalau ditanya aku kadang membiarkan pilihan tetap terbuka demi menemukan ide tak terduga saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-08,train,synthetic,synthetic-cognitive-v2
SYN00026,saya tidak terbiasa mempertahankan batas pribadi karena sesuai dengan nurani ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-07,train,synthetic,synthetic-cognitive-v2
SYN00027,"aku kadang memilih tindakan yang terasa jujur terhadap keyakinan sendiri dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-06,train,synthetic,synthetic-cognitive-v2
SYN00028,"dalam keseharian saya kadang mendorong penyelesaian tugas dengan cara yang paling efisien dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-13,train,synthetic,synthetic-cognitive-v2
SYN00029,biasanya aku cenderung memunculkan opsi tambahan saat orang lain merasa buntu ketika mengerjakan tugas.,Ne,support,Ne:support,Ne-10,test,synthetic,synthetic-cognitive-v2
SYN00030,dalam keseharian saya tidak terbiasa memeriksa apakah sesuatu menyimpang dari kebiasaan yang dikenal saat kuliah. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-08,train,synthetic,synthetic-cognitive-v2
SYN00031,"biasanya aku kadang memunculkan opsi tambahan saat orang lain merasa buntu saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-10,train,synthetic,synthetic-cognitive-v2
SYN00032,dalam keseharian saya cenderung menolak tindakan yang bertentangan dengan prinsip pribadi ketika berdiskusi dalam kelompok.,Fi,support,Fi:support,Fi-02,train,synthetic,synthetic-cognitive-v2
SYN00033,"saya kadang peka terhadap perubahan suasana hati orang orang di sekitar saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-12,train,synthetic,synthetic-cognitive-v2
SYN00034,saya cenderung memperhatikan kebutuhan emosional orang lain sebelum bertindak dalam kegiatan sehari hari.,Fe,support,Fe:support,Fe-15,train,synthetic,synthetic-cognitive-v2
SYN00035,saya cenderung membiarkan pilihan tetap terbuka demi menemukan ide tak terduga saat menghadapi persoalan baru.,Ne,support,Ne:support,Ne-08,train,synthetic,synthetic-cognitive-v2
SYN00036,jawabanku sangat tergantung situasi yang belum sempat kuceritakan dalam kegiatan sehari hari. Tidak ada konteks tambahan.,unknown,unknown,unknown:unknown,unknown-03,train,synthetic,synthetic-cognitive-v2
SYN00037,"dalam keseharian saya kadang memilih tindakan yang terasa jujur terhadap keyakinan sendiri dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-06,test,synthetic,synthetic-cognitive-v2
SYN00038,hobiku merawat tanaman dan mendengarkan podcast saat kuliah. Sulit menjelaskan lebih jauh.,unknown,unknown,unknown:unknown,unknown-05,test,synthetic,synthetic-cognitive-v2
SYN00039,"biasanya aku kadang menghubungkan dua hal yang tampak tidak berkaitan menjadi ide baru dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-02,train,synthetic,synthetic-cognitive-v2
SYN00040,kalau ditanya aku tidak terbiasa memperhatikan kebutuhan emosional orang lain sebelum bertindak ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-15,train,synthetic,synthetic-cognitive-v2
SYN00041,kalau ditanya aku cenderung memperhatikan pola tersembunyi yang jarang disadari orang lain saat menghadapi persoalan baru.,Ni,support,Ni:support,Ni-09,test,synthetic,synthetic-cognitive-v2
SYN00042,aku tidak terbiasa memastikan tidak ada yang merasa dikesampingkan dari suatu keputusan bersama saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-07,validation,synthetic,synthetic-cognitive-v2
SYN00043,"kalau ditanya aku kadang mengaitkan satu gagasan dengan banyak arah pengembangan saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-12,train,synthetic,synthetic-cognitive-v2
SYN00044,aku cenderung memastikan tidak ada yang merasa dikesampingkan dari suatu keputusan bersama dalam kegiatan komunitas.,Fe,support,Fe:support,Fe-07,train,synthetic,synthetic-cognitive-v2
SYN00045,dalam keseharian saya cenderung menjaga integritas pribadi walau harus berbeda dari kebanyakan saat menghadapi persoalan baru.,Fi,support,Fi:support,Fi-15,test,synthetic,synthetic-cognitive-v2
SYN00046,"aku kadang menyusun sistem kerja yang bisa diukur dan dievaluasi ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-12,train,synthetic,synthetic-cognitive-v2
SYN00047,biasanya aku tidak terbiasa membangun kerangka berpikir yang masuk akal bagi diri sendiri dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-07,train,synthetic,synthetic-cognitive-v2
SYN00048,saya cenderung fokus pada detail fisik yang ada di hadapan saat ini ketika mengerjakan tugas.,Se,support,Se:support,Se-09,test,synthetic,synthetic-cognitive-v2
SYN00049,"aku kadang mengorganisasi waktu dan tenaga agar sasaran bersama tercapai saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-11,train,synthetic,synthetic-cognitive-v2
SYN00050,"saya kadang menafsirkan tanda tanda kecil untuk menemukan tema besarnya saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-05,train,synthetic,synthetic-cognitive-v2
SYN00051,"dalam keseharian saya kadang menyusun ulang logika suatu masalah dari awal saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-12,train,synthetic,synthetic-cognitive-v2
SYN00052,biasanya aku cenderung membandingkan situasi sekarang dengan pengalaman serupa sebelumnya saat menyelesaikan proyek.,Si,support,Si:support,Si-00,test,synthetic,synthetic-cognitive-v2
SYN00053,biasanya aku cenderung melompat dari satu ide ke ide lain saat berdiskusi ketika mengerjakan tugas.,Ne,support,Ne:support,Ne-00,test,synthetic,synthetic-cognitive-v2
SYN00054,"aku kadang mengatur langkah kerja berdasarkan hasil yang terukur saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-14,train,synthetic,synthetic-cognitive-v2
SYN00055,dalam keseharian saya tidak terbiasa mendorong penyelesaian tugas dengan cara yang paling efisien saat menyelesaikan proyek. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-13,train,synthetic,synthetic-cognitive-v2
SYN00056,biasanya aku cenderung menjaga rutinitas yang sudah terasa nyaman dan familiar ketika bekerja bersama teman.,Si,support,Si:support,Si-06,validation,synthetic,synthetic-cognitive-v2
SYN00057,"biasanya aku kadang mengajak orang yang tersisih agar merasa dilibatkan kembali saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-06,train,synthetic,synthetic-cognitive-v2
SYN00058,saya cenderung mencari makna tunggal di balik kejadian yang berulang saat menghadapi persoalan baru.,Ni,support,Ni:support,Ni-02,test,synthetic,synthetic-cognitive-v2
SYN00059,"biasanya aku kadang membela hal yang dianggap benar walau tanpa dukungan ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-08,validation,synthetic,synthetic-cognitive-v2
SYN00060,kalau ditanya aku tidak terbiasa menyesuaikan sikap demi menjaga keharmonisan bersama saat kuliah. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-14,train,synthetic,synthetic-cognitive-v2
SYN00061,"biasanya aku kadang mengatur langkah kerja berdasarkan hasil yang terukur saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-14,train,synthetic,synthetic-cognitive-v2
SYN00062,kalau ditanya aku tidak terbiasa mengembangkan beberapa skenario alternatif dari satu informasi kecil ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-05,test,synthetic,synthetic-cognitive-v2
SYN00063,biasanya aku cenderung mencari struktur internal yang konsisten di balik suatu aturan saat kuliah.,Ti,support,Ti:support,Ti-13,train,synthetic,synthetic-cognitive-v2
SYN00064,dalam keseharian saya tidak terbiasa merespons peluang nyata begitu muncul di depan mata saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-00,test,synthetic,synthetic-cognitive-v2
SYN00065,"saya kadang menganalisis prinsip dasar meski belum ada manfaat praktis saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-04,test,synthetic,synthetic-cognitive-v2
SYN00066,biasanya aku tidak terbiasa memperhatikan konsistensi antara apa yang terjadi kini dan dulu ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-14,train,synthetic,synthetic-cognitive-v2
SYN00067,kalau ditanya aku cenderung membela hal yang dianggap benar walau tanpa dukungan dalam kegiatan sehari hari.,Fi,support,Fi:support,Fi-08,test,synthetic,synthetic-cognitive-v2
SYN00068,"biasanya aku kadang merenungkan perasaan sendiri untuk memahami nilai yang terluka saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-03,train,synthetic,synthetic-cognitive-v2
SYN00069,kalau ditanya aku tidak terbiasa mempertimbangkan arti pribadi dari suatu pilihan sebelum ikut arus kelompok saat kuliah. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-10,validation,synthetic,synthetic-cognitive-v2
SYN00070,biasanya aku tidak terbiasa mempertahankan batas pribadi karena sesuai dengan nurani ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-07,train,synthetic,synthetic-cognitive-v2
SYN00071,dalam keseharian saya cenderung meramu ide dari berbagai bidang menjadi satu peluang segar dalam kegiatan sehari hari.,Ne,support,Ne:support,Ne-09,train,synthetic,synthetic-cognitive-v2
SYN00072,saya cenderung berusaha membuat semua orang merasa nyaman dalam suatu kelompok saat menyelesaikan proyek.,Fe,support,Fe:support,Fe-13,train,synthetic,synthetic-cognitive-v2
SYN00073,dalam keseharian saya tidak terbiasa mengubah langkah dengan cepat begitu situasi berubah dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-05,train,synthetic,synthetic-cognitive-v2
SYN00074,"aku kadang menolak berkompromi pada hal yang menyentuh prinsip inti dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-13,validation,synthetic,synthetic-cognitive-v2
SYN00075,dalam keseharian saya cenderung menyatukan potongan informasi menjadi satu pemahaman utuh saat menyelesaikan proyek.,Ni,support,Ni:support,Ni-03,train,synthetic,synthetic-cognitive-v2
SYN00076,"biasanya aku kadang menyusun kerangka besar sebelum memikirkan detail kecil saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-14,train,synthetic,synthetic-cognitive-v2
SYN00077,aku tidak terbiasa menghormati nilai unik seseorang tanpa memaksakan diri sendiri saat menyelesaikan proyek. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-11,train,synthetic,synthetic-cognitive-v2
SYN00078,kalau ditanya aku tidak terbiasa memilih tindakan yang terasa jujur terhadap keyakinan sendiri ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-06,validation,synthetic,synthetic-cognitive-v2
SYN00079,biasanya aku cenderung menjaga komunikasi yang menghargai norma dan kebutuhan bersama saat kuliah.,Fe,support,Fe:support,Fe-08,test,synthetic,synthetic-cognitive-v2
SYN00080,"dalam keseharian saya kadang memastikan pilihan selaras dengan nilai pribadi yang diyakini saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-00,train,synthetic,synthetic-cognitive-v2
SYN00081,kalau ditanya aku tidak terbiasa memakai pelajaran dari pengalaman lama agar kesalahan tak berulang saat kuliah. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-10,train,synthetic,synthetic-cognitive-v2
SYN00082,"saya kadang membongkar asumsi untuk memahami cara kerja suatu sistem saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-01,train,synthetic,synthetic-cognitive-v2
SYN00083,"aku kadang menyesuaikan sikap demi menjaga keharmonisan bersama ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-14,validation,synthetic,synthetic-cognitive-v2
SYN00084,"dalam keseharian saya kadang mencari inti persoalan di balik permukaan yang terlihat rumit saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-13,train,synthetic,synthetic-cognitive-v2
SYN00085,aku cenderung memastikan tidak ada yang merasa dikesampingkan dari suatu keputusan bersama saat menyelesaikan proyek.,Fe,support,Fe:support,Fe-07,train,synthetic,synthetic-cognitive-v2
SYN00086,kalau ditanya aku cenderung menemukan kegunaan baru dari sesuatu yang sudah biasa dalam kegiatan komunitas.,Ne,support,Ne:support,Ne-07,test,synthetic,synthetic-cognitive-v2
SYN00087,saya tidak terbiasa menyesuaikan gerakan berdasarkan apa yang terlihat langsung ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-07,test,synthetic,synthetic-cognitive-v2
SYN00088,"dalam keseharian saya kadang mengandalkan cara lama yang sudah terbukti berhasil dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-01,train,synthetic,synthetic-cognitive-v2
SYN00089,"saya kadang mengacu pada pengalaman nyata sebelum menerima hal baru ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-05,train,synthetic,synthetic-cognitive-v2
SYN00090,saya tidak terbiasa memeriksa konsistensi logika sebelum menerima suatu penjelasan dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-00,train,synthetic,synthetic-cognitive-v2
SYN00091,"kalau ditanya aku kadang cepat menyesuaikan diri dengan suasana yang berubah tiba tiba saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-15,train,synthetic,synthetic-cognitive-v2
SYN00092,hobiku merawat tanaman dan mendengarkan podcast dalam kegiatan sehari hari. Itu yang ada di pikiranku sekarang.,unknown,unknown,unknown:unknown,unknown-05,validation,synthetic,synthetic-cognitive-v2
SYN00093,biasanya aku cenderung mencari makna tunggal di balik kejadian yang berulang ketika mengerjakan tugas.,Ni,support,Ni:support,Ni-02,train,synthetic,synthetic-cognitive-v2
SYN00094,biasanya aku tidak terbiasa mengaitkan satu gagasan dengan banyak arah pengembangan saat menyelesaikan proyek. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-12,train,synthetic,synthetic-cognitive-v2
SYN00095,"aku kadang menikmati pengalaman indrawi yang sedang berlangsung saat itu ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-04,train,synthetic,synthetic-cognitive-v2
SYN00096,dalam keseharian saya cenderung memunculkan opsi tambahan saat orang lain merasa buntu ketika bekerja bersama teman.,Ne,support,Ne:support,Ne-10,train,synthetic,synthetic-cognitive-v2
SYN00097,biasanya aku tidak terbiasa mencocokkan keadaan hari ini dengan catatan dalam ingatan dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-03,train,synthetic,synthetic-cognitive-v2
SYN00098,saya cenderung menghubungkan dua hal yang tampak tidak berkaitan menjadi ide baru ketika berdiskusi dalam kelompok.,Ne,support,Ne:support,Ne-02,validation,synthetic,synthetic-cognitive-v2
SYN00099,"dalam keseharian saya kadang mengorganisasi waktu dan tenaga agar sasaran bersama tercapai saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-11,validation,synthetic,synthetic-cognitive-v2
SYN00100,biasanya aku tidak terbiasa menautkan pengalaman baru dengan kesan yang pernah dirasakan ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-07,train,synthetic,synthetic-cognitive-v2
SYN00101,biasanya aku cenderung mempertimbangkan arti pribadi dari suatu pilihan sebelum ikut arus kelompok ketika mengerjakan tugas.,Fi,support,Fi:support,Fi-10,train,synthetic,synthetic-cognitive-v2
SYN00102,biasanya aku tidak terbiasa peka terhadap perubahan suasana hati orang orang di sekitar saat kuliah. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-12,train,synthetic,synthetic-cognitive-v2
SYN00103,"biasanya aku kadang memeriksa konsistensi logika sebelum menerima suatu penjelasan saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-00,test,synthetic,synthetic-cognitive-v2
SYN00104,"kalau ditanya aku kadang membiarkan pilihan tetap terbuka demi menemukan ide tak terduga ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-08,validation,synthetic,synthetic-cognitive-v2
SYN00105,dalam keseharian saya tidak terbiasa menemukan kegunaan baru dari sesuatu yang sudah biasa dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-07,train,synthetic,synthetic-cognitive-v2
SYN00106,"saya kadang menyaring pilihan hingga tersisa satu arah yang paling logis dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-00,train,synthetic,synthetic-cognitive-v2
SYN00107,"aku kadang mencoba sudut pandang baru meski belum tentu praktis dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-04,test,synthetic,synthetic-cognitive-v2
SYN00108,dalam keseharian saya cenderung membongkar asumsi untuk memahami cara kerja suatu sistem ketika berdiskusi dalam kelompok.,Ti,support,Ti:support,Ti-01,train,synthetic,synthetic-cognitive-v2
SYN00109,"biasanya aku kadang merenungkan suatu ide sampai menemukan inti sebenarnya ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-11,train,synthetic,synthetic-cognitive-v2
SYN00110,"aku kadang menyusun visi besar sebelum menentukan langkah berikutnya ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-07,train,synthetic,synthetic-cognitive-v2
SYN00111,biasanya aku tidak terbiasa peka terhadap mood orang di sekitar demi menjaga kedekatan dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-03,train,synthetic,synthetic-cognitive-v2
SYN00112,kalau ditanya aku cenderung mencocokkan keadaan hari ini dengan catatan dalam ingatan saat kuliah.,Si,support,Si:support,Si-03,train,synthetic,synthetic-cognitive-v2
SYN00113,saya tidak terbiasa mengacu pada pengalaman nyata sebelum menerima hal baru ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-05,validation,synthetic,synthetic-cognitive-v2
SYN00114,dalam keseharian saya tidak terbiasa membela hal yang dianggap benar walau tanpa dukungan saat kuliah. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-08,train,synthetic,synthetic-cognitive-v2
SYN00115,aku cenderung memperhatikan pola tersembunyi yang jarang disadari orang lain ketika mengerjakan tugas.,Ni,support,Ni:support,Ni-09,train,synthetic,synthetic-cognitive-v2
SYN00116,saya tidak terbiasa memperhatikan keadaan sekitar lalu segera bertindak saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-01,test,synthetic,synthetic-cognitive-v2
SYN00117,aku cenderung menghitung untung rugi secara nyata sebelum mengambil langkah saat menghadapi persoalan baru.,Te,support,Te:support,Te-07,train,synthetic,synthetic-cognitive-v2
SYN00118,saya cenderung menyadari dorongan dari dalam diri yang membuat suatu pilihan terasa pas ketika berdiskusi dalam kelompok.,Fi,support,Fi:support,Fi-09,validation,synthetic,synthetic-cognitive-v2
SYN00119,"kalau ditanya aku kadang mencocokkan keadaan hari ini dengan catatan dalam ingatan saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-03,train,synthetic,synthetic-cognitive-v2
SYN00120,biasanya aku tidak terbiasa mencari makna tunggal di balik kejadian yang berulang ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-02,train,synthetic,synthetic-cognitive-v2
SYN00121,kalau ditanya aku tidak terbiasa mengacu pada pengalaman nyata sebelum menerima hal baru saat kuliah. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-05,validation,synthetic,synthetic-cognitive-v2
SYN00122,"kalau ditanya aku kadang menjaga keaslian diri daripada mengikuti harapan orang lain ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-01,train,synthetic,synthetic-cognitive-v2
SYN00123,dalam keseharian saya cenderung berusaha membuat semua orang merasa nyaman dalam suatu kelompok saat kuliah.,Fe,support,Fe:support,Fe-13,train,synthetic,synthetic-cognitive-v2
SYN00124,"kalau ditanya aku kadang senang terlibat langsung dalam aktivitas fisik yang nyata saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-14,validation,synthetic,synthetic-cognitive-v2
